word,pos,meaning,level,source
beard,n.,(下巴上的)鬍鬚,2,CEEC-108
beast,n.,野獸,3,CEEC-108
beat,n./v.,敲擊；打敗,2,CEEC-108
beautiful,adj.,美麗的,1,CEEC-108
beautify,v.,美化,6,CEEC-108
beauty,n.,美人,2,CEEC-108
because,conj.,因為,1,CEEC-108
become,v.,變成,1,CEEC-108
bed,n.,床,1,CEEC-108
bedroom,n.,臥室,1,CEEC-108
bee,n.,蜜蜂,1,CEEC-108
beef,n.,牛肉,1,CEEC-108
beep,n./v.,"n. 短而尖的聲音, 嘟；v. 嘟嘟響",6,CEEC-108
beer,n.,啤酒,2,CEEC-108
beetle,n.,"n. 甲蟲, 大槌；vi. 快速移動；vt. 捶",3,CEEC-108
before,adv./conj./prep.,在…之前,1,CEEC-108
beforehand,adv.,adv. 預先,6,CEEC-108
beg,v.,乞求；乞討,2,CEEC-108
beggar,n.,乞丐,4,CEEC-108
begin,v.,開始,1,CEEC-108
beginner,n.,初學者,2,CEEC-108
behalf,n.,為了…的利益；代表,5,CEEC-108
behave,v.,表現；行為舉止,2,CEEC-108
behavior,n.,行為,4,CEEC-108
behind,adv./prep.,在…後面；落後,1,CEEC-108
being,n.,存在；生物,2,CEEC-108
belief,n.,信念；信條,2,CEEC-108
believe,v.,相信,1,CEEC-108
bell,n.,鐘(聲)；鈴(聲),1,CEEC-108
belong,v.,歸屬於,1,CEEC-108
belongings,n.,所有物,5,CEEC-108
beloved,adj./n.,所愛的人,5,CEEC-108
below,adv./prep.,在…下方,1,CEEC-108
belt,n./v.,腰帶；帶狀物,1,CEEC-108
bench,n.,長板凳,1,CEEC-108
bend,n./v.,彎曲,2,CEEC-108
beneath,prep.,在…下面,3,CEEC-108
beneficial,adj.,有益的,5,CEEC-108
benefit,n./v.,利益；有益於,3,CEEC-108
berry,n.,果,3,CEEC-108
beside,prep.,在旁邊,1,CEEC-108
besides,adv./prep.,除此之外,3,CEEC-108
best,adj./adv./n./v.,最好的,1,CEEC-108
bet,n./v.,打賭,3,CEEC-108
betray,v.,"vt. 出賣, 背叛, 辜負, 暴露；[法] 出賣, 背叛, 洩漏",5,CEEC-108
better,adj./adv./n./v.,更好的,2,CEEC-108
between,adv./prep.,介於…之間,1,CEEC-108
beverage,n.,飲料,6,CEEC-108
beware,v.,當心,5,CEEC-108
beyond,adv./prep.,在遠處,2,CEEC-108
bias,n./v.,成見,5,CEEC-108
bicycle,n.,n. 自行車,1,CEEC-108
bid,n./v.,出價；吩咐,5,CEEC-108
big,adj.,大的,1,CEEC-108
bike,n.,"n. 自行車, 腳踏車",1,CEEC-108
bilateral,adj.,"a. 有兩邊的, 雙邊的, 雙方的；[醫] 兩側的",6,CEEC-108
bill,n./v.,帳單；鈔票,2,CEEC-108
billion,n.,十億；大量,2,CEEC-108
bin,n.,"n. (貯存穀物等的)容器, 箱子；[計] 二進位, 商業資訊網",4,CEEC-108
bind,v.,捆；綁,3,CEEC-108
biography,n.,傳記,4,CEEC-108
biological,adj.,生物(學)的,5,CEEC-108
biology,n.,生物學,4,CEEC-108
bird,n.,鳥,1,CEEC-108
birth,n.,出生；分娩,2,CEEC-108
biscuit,n.,小麵包；餅乾,2,CEEC-108
bit,n.,"n. 少量, 馬嚼子, 輔幣；vt. 給馬上嚼子, 控制；bite的過去式和過去分詞；[計] 比特, 二進位數位, 機內測試",2,CEEC-108
bite,n./v.,一口之量；咬,1,CEEC-108
bitter,adj.,有苦味的；痛苦的,3,CEEC-108
bizarre,adj.,古怪的,5,CEEC-108
black,adj./n.,黑的,1,CEEC-108
blackboard,n.,黑板,2,CEEC-108
blade,n.,"n. 葉片, 刀鋒, 刀口, 劍；[醫] 頁[片], 葉片, 刀片, 刀刃, 刀口",4,CEEC-108
blame,n./v.,責備；歸咎於…,2,CEEC-108
blank,adj./n.,空白的,2,CEEC-108
blanket,n./v.,毛毯,2,CEEC-108
blast,n./v.,一陣疾風,5,CEEC-108
blaze,n./v.,烈火；光輝,6,CEEC-108
bleach,n./v.,"vt. 漂白；vi. 變白；n. 漂白, 漂白劑",6,CEEC-108
bleed,v.,流血,3,CEEC-108
blend,n./v.,使混合,4,CEEC-108
bless,v.,為…祝福,3,CEEC-108
blessing,n.,賜福；同意,4,CEEC-108
blind,adj./v.,瞎的；使看不見,1,CEEC-108
blink,n./v.,眨眼；漠視,4,CEEC-108
block,n./v.,塊；障礙物；堵住,1,CEEC-108
blond,adj./n.,a. 金髮的；n. 白膚碧眼金髮的人,6,CEEC-108
blonde,adj./n.,金髮白種人,6,CEEC-108
blood,n.,血液,2,CEEC-108
bloody,adj.,血腥的,3,CEEC-108
bloom,n./v.,花；開花,4,CEEC-108
blossom,n./v.,花(叢),4,CEEC-108
blot,n./v.,"n. 汙點, 墨水漬；vt. 亂塗, 使模糊, 吸乾；vi. 弄上墨漬, 吸墨水",6,CEEC-108
blouse,n.,n. 寬鬆的上衣,3,CEEC-108
blow,v.,吹；吹氣；打擊,1,CEEC-108
blue,adj./n.,藍色的,1,CEEC-108
blunt,adj./v.,"a. 鈍的, 坦率的, 麻痺的",6,CEEC-108
blur,n./v.,使模糊,5,CEEC-108
blush,n./v.,臉紅,5,CEEC-108
board,n./v.,木板；牌子,2,CEEC-108
boast,n./v.,自吹自擂；誇耀,4,CEEC-108
boat,n.,小船；划船,1,CEEC-108
bodily,adj./adv.,身體的,6,CEEC-108
body,n.,身體；主要部分,1,CEEC-108
bodyguard,n.,侍衛,5,CEEC-108
boil,n./v.,沸騰,2,CEEC-108
bold,adj.,英勇的；大膽的,3,CEEC-108
bolt,n./v.,螺栓；閃電,5,CEEC-108
bomb,n./v.,炸彈；轟炸,3,CEEC-108
bond,n./v.,聯結；契約；債券,4,CEEC-108
bone,n.,骨頭；骨質,2,CEEC-108
bonus,n.,紅利,5,CEEC-108
book,n./v.,書籍,1,CEEC-108
bookcase,n.,書架；書櫥,3,CEEC-108
booklet,n.,n. 小冊子,6,CEEC-108
bookstore,n.,書店,2,CEEC-108
boom,n./v.,隆隆聲；景氣,5,CEEC-108
boost,n./v.,提升,5,CEEC-108
boot,n./v.,(長筒)靴,3,CEEC-108
booth,n.,售貨棚,5,CEEC-108
border,n./v.,邊界；比鄰,2,CEEC-108
bore,n./v.,使厭煩,3,CEEC-108
bored,adj.,感到厭煩的,1,CEEC-108
boredom,n.,"n. 厭煩, 厭倦, 令人厭煩的事物",5,CEEC-108
boring,adj.,令人厭煩的,1,CEEC-108
born,adj.,出生的,1,CEEC-108
borrow,v.,借入,1,CEEC-108
bosom,n.,"n. 胸部, 胸, 胸懷, 內部, 中間；vt. 懷抱",6,CEEC-108
boss,n./v.,老闆,1,CEEC-108
both,adj./adv./pron.,兩者皆,1,CEEC-108
bother,n./v.,打擾；煩惱,2,CEEC-108
bottle,n./v.,瓶子；把…裝瓶,1,CEEC-108
bottom,adj./n./v.,"n. 底部；a. 底部的；vt. 給...裝底, 查明真相；vi. 到達底部, 建立基礎",1,CEEC-108
boulevard,n.,林蔭大道,6,CEEC-108
bounce,n./v.,跳，躍；使反彈,4,CEEC-108
bound,n./v.,很有可能的；準備前往…的,5,CEEC-108
boundary,n.,"n. 邊界, 分界線；[計] 邊界",5,CEEC-108
bow,n./v.,(1) n.弓；虹；蝴蝶結,1,CEEC-108
bowl,n.,碗,1,CEEC-108
bowling,n.,保齡球,3,CEEC-108
box,n./v.,箱，盒；把…裝箱,1,CEEC-108
boxer,n.,n. 拳師,5,CEEC-108
boxing,n.,拳擊,6,CEEC-108
boy,n.,男孩；少年,1,CEEC-108
boycott,n./v.,抵制,6,CEEC-108
bra,n.,n. 奶罩；[化] 左矢; 刁,6,CEEC-108
brace,n./v.,支撐物,6,CEEC-108
bracelet,n.,"n. 手鐲；[醫] 手鐲, 腕帶, 腕紋(掌側橫列腕部的線紋)",4,CEEC-108
brain,n.,腦袋；智力,2,CEEC-108
brake,n./v.,煞車,3,CEEC-108
branch,n./v.,樹枝；分支,2,CEEC-108
brand,n.,商標；烙印,2,CEEC-108
brass,adj./n.,"n. 黃銅, 黃銅製品；a. 黃銅的, 銅管樂器的；v. 鍍以黃銅, 支付",3,CEEC-108
brassiere,n.,n. 奶罩,6,CEEC-108
brave,adj.,勇敢的,1,CEEC-108
bravery,n.,勇敢；勇氣,3,CEEC-108
bread,n.,麵包,1,CEEC-108
breadth,n.,"n. 寬度；[法] 違背, 違犯, 未遵守",6,CEEC-108
break,n./v.,打破；破曉,1,CEEC-108
breakdown,n.,故障,6,CEEC-108
breakfast,n./v.,早餐,1,CEEC-108
breakthrough,n.,n突破,5,CEEC-108
breakup,n.,"n. 分裂, 崩潰, 解散, 解體；[電] 停止",6,CEEC-108
breast,n.,胸部,3,CEEC-108
breath,n.,呼吸,3,CEEC-108
breathe,v.,呼吸,3,CEEC-108
breed,n./v.,繁衍；滋生,4,CEEC-108
breeze,n./v.,微風；和風,3,CEEC-108
bribe,n./v.,"n. 賄賂；vt. 賄賂, 收買；vi. 行賄",6,CEEC-108
brick,n.,磚,3,CEEC-108
bride,n.,新娘子,3,CEEC-108
bridegroom,n.,新郎,4,CEEC-108
bridge,n./v.,橋梁；艦橋,1,CEEC-108
brief,adj./n./v.,簡短的,2,CEEC-108
briefcase,n.,公事包,5,CEEC-108
bright,adj./adv.,明亮的；聰明的,1,CEEC-108
brilliant,adj.,光輝的；傑出的,2,CEEC-108
bring,v.,帶來；引起,1,CEEC-108
brink,n.,"n. 邊緣, 陡岸",6,CEEC-108
broad,adj.,寬廣的；概括的,2,CEEC-108
broadcast,n./v.,廣播；播放,3,CEEC-108
broaden,v.,加寬,6,CEEC-108
brochure,n.,小冊子,6,CEEC-108
broil,v.,"vi. 烤, 爭吵, 激動；vt. 烤；n. 烤, 灼熱, 爭吵",6,CEEC-108
broke,adj.,a. 一文不名的；break的過去式,4,CEEC-108
bronze,adj./n.,"n. 青銅, 銅像；a. 青銅色的",5,CEEC-108
brook,n.,小河,6,CEEC-108
broom,n.,"n. 掃帚, 金雀花；vt. 掃除",4,CEEC-108
broth,n.,"n. 原汁清湯, 肉湯；[醫] 肉湯(培養基)",6,CEEC-108
brother,n.,兄弟,1,CEEC-108
brotherhood,n.,"n. 手足情誼, 兄弟關係",6,CEEC-108
brow,n.,"n. 眉毛, 額；[醫] 額, 眉, 睫毛",2,CEEC-108
brown,adj./n./v.,棕色的,1,CEEC-108
browse,n./v.,v噹食；瀏覽,5,CEEC-108
bruise,n./v.,"n. 青腫, 挫傷, 擦傷；vi. 受傷, 擦傷；vt. 使受傷, 研碎",5,CEEC-108
brunch,n.,n. 早午餐,3,CEEC-108
brush,n./v.,刷子；刷,2,CEEC-108
brutal,adj.,殘忍的,4,CEEC-108
bubble,n./v.,氣泡；泡影,3,CEEC-108
bucket,n.,水桶；桶狀物,3,CEEC-108
bud,n./v.,芽；發芽,3,CEEC-108
budget,n./v.,預算,3,CEEC-108
buffalo,n.,水牛,3,CEEC-108
buffet,n.,自助餐；快餐,3,CEEC-108
bug,n./v.,蟲子,1,CEEC-108
build,v.,建造,1,CEEC-108
building,n.,建築物,2,CEEC-108
bulb,n.,球莖(根),3,CEEC-108
bulk,n.,大量,5,CEEC-108
bulky,adj.,"a. 龐大的；[機] 龐大, 笨重",6,CEEC-108
bull,n.,(未閹割的) 公牛,3,CEEC-108
bullet,n.,子彈,3,CEEC-108
bulletin,n.,公報；新聞快報,4,CEEC-108
bully,n./v.,恃強凌弱者,5,CEEC-108
bump,n./v.,碰；重擊,3,CEEC-108
bun,n.,小圓甜麵包；髮髻,2,CEEC-108
bunch,n.,一束；一群,3,CEEC-108
bundle,n.,捆；包裹,3,CEEC-108
burden,n./v.,負擔；加負擔於…,2,CEEC-108
bureau,n.,局；處；署,5,CEEC-108
bureaucracy,n.,官僚,5,CEEC-108
bureaucrat,n.,"n. 官僚作風的人, 官僚, 官僚主義者；[法] 官僚, 官僚作風的人",6,CEEC-108
burger,n.,n. 漢堡包（等於hamburger）,2,CEEC-108
burglar,n.,竊賊,4,CEEC-108
burial,n.,"n. 埋葬, 葬禮；[法] 埋葬, 葬禮",5,CEEC-108
burn,n./v.,燃燒；燒傷,2,CEEC-108
burst,n./v.,爆發；爆炸,2,CEEC-108
bury,v.,埋,3,CEEC-108
bus,n.,巴士,1,CEEC-108
bush,n.,灌木叢,3,CEEC-108
business,n.,商業；交易,1,CEEC-108
businessman,n.,"n. 商人, 實業家, 工商業家",2,CEEC-108
busy,adj.,忙碌的,1,CEEC-108
but,adv./conj./prep.,prep. 除了；conj. 但是；adv. 僅僅,1,CEEC-108
butcher,n./v.,肉商,5,CEEC-108
butter,n./v.,奶油；塗奶油於,1,CEEC-108
butterfly,n.,蝴蝶,1,CEEC-108
button,n./v.,鈕扣；按鈕,1,CEEC-108
buy,n./v.,買,1,CEEC-108
buzz,n./v.,"n. 嗡嗡聲, 流言；vi. 發出嗡嗡聲, 說閒話；vt. 使嗡嗡叫, 散布",3,CEEC-108
by,adv./prep.,"prep. 被, 經, 由, 在...之旁；adv. 經過, 在近處",1,CEEC-108
bypass,n./v.,"n. 旁路；vt. 省略, 繞過, 忽視, 迴避",6,CEEC-108
cab,n.,計程車,1,CEEC-108
cabbage,n.,甘藍菜,2,CEEC-108
cabin,n.,客艙,3,CEEC-108
cabinet,n.,櫥櫃；密室,4,CEEC-108
cable,n./v.,電纜；有線電視,3,CEEC-108
cafe,n.,咖啡店；咖啡,2,CEEC-108
café,n.,咖啡館,2,CEEC-108
cafeteria,n.,自助餐館,3,CEEC-108
caffeine,n.,"n. 咖啡因, 咖啡鹼；[化] 咖啡因; 咖啡鹼",6,CEEC-108
cage,n./v.,籠子；監牢,2,CEEC-108
cake,n.,蛋糕,1,CEEC-108
calcium,n.,n. 鈣；[化] 鈣Ca,5,CEEC-108
calculate,v.,計算,4,CEEC-108
calculation,n.,計算,4,CEEC-108
calculator,n.,計算機,6,CEEC-108
calendar,n.,日曆；行事曆,2,CEEC-108
call,n./v.,呼叫；打電話,1,CEEC-108
calligraphy,n.,"n. 筆跡, 書法",6,CEEC-108
calm,adj./n./v.,鎮靜的,2,CEEC-108
calorie,n.,卡路裡,4,CEEC-108
camel,n.,駱駝,2,CEEC-108
camera,n.,照相機,1,CEEC-108
camp,n./v.,營地；露營,1,CEEC-108
campaign,n./v.,競選活動；戰役,4,CEEC-108
campus,n.,(大學的) 校園,3,CEEC-108
can,aux./n./v.,罐頭；金屬容器,1,CEEC-108
canal,n.,運河,5,CEEC-108
cancel,v.,取消,2,CEEC-108
cancer,n.,惡性腫瘤；癌症,2,CEEC-108
candidate,n.,候選人,4,CEEC-108
candle,n.,蠟燭,2,CEEC-108
cane,n.,藤條；甘蔗,4,CEEC-108
canoe,n./v.,"n. 獨木舟, 輕舟；vi. 乘獨木舟；vt. 用獨木舟運",4,CEEC-108
canvas,n./v.,n帆布,5,CEEC-108
canyon,n.,峽谷,3,CEEC-108
cap,n./v.,帽子；覆蓋,1,CEEC-108
capability,n.,"n. 能力, 性能, 約束力；[化] 能力",5,CEEC-108
capable,adj.,有能力的,3,CEEC-108
capacity,n.,容量；能力,4,CEEC-108
cape,n.,n披肩；海角,6,CEEC-108
capital,adj./n.,主要的；首都；資本,2,CEEC-108
capitalism,n.,n. 資本主義；[經] 資本主義,4,CEEC-108
capitalist,n.,資本家,4,CEEC-108
capsule,n.,"n. 膠囊, 蒴果, 瓶帽, 航天艙；[化] 膠囊劑",6,CEEC-108
captain,n.,隊長；船(艦)長,3,CEEC-108
caption,n./v.,說明文字,6,CEEC-108
captive,adj./n.,被俘虜的,6,CEEC-108
captivity,n.,囚禁,6,CEEC-108
capture,n./v.,捕獲；獲物,3,CEEC-108
car,n.,"n. 汽車, 客車；[機] 車",1,CEEC-108
carbon,n.,碳,5,CEEC-108
card,n.,卡片；紙牌遊戲,1,CEEC-108
cardboard,n.,n. 薄紙板；[化] 咭紙; 特等紙板; 卡紙板; 卡片紙板,6,CEEC-108
cardinal,adj./n.,紅衣主教,6,CEEC-108
care,n./v.,關心；照顧,1,CEEC-108
career,n.,職業,3,CEEC-108
carefree,adj.,無憂無慮的,6,CEEC-108
careful,adj.,仔細的,1,CEEC-108
caretaker,n.,"n. 照顧者, 看管者, 看守人；[法] 看守員, 管理員, 看管人",6,CEEC-108
cargo,n.,貨物,4,CEEC-108
carnival,n.,嘉年華會,5,CEEC-108
carpenter,n.,木匠,3,CEEC-108
carpet,n./v.,地毯,3,CEEC-108
carriage,n.,四輪馬車；運輸,3,CEEC-108
carrier,n.,運送人；航空母艦,4,CEEC-108
carrot,n.,胡蘿蔔,1,CEEC-108
carry,v.,運送；攜帶,1,CEEC-108
cart,n./v.,貨車；載運,3,CEEC-108
carton,n.,"n. 硬紙盒, 紙板箱；[化] 卡紙",6,CEEC-108
cartoon,n./v.,卡通；連環漫畫,2,CEEC-108
carve,v.,雕刻；開拓,4,CEEC-108
case,n./v.,(1) n.事實；實例,1,CEEC-108
cash,n./v.,現金,2,CEEC-108
cashier,n.,出納員,6,CEEC-108
casino,n.,賭場,5,CEEC-108
cast,n./v.,投；演員陣容,3,CEEC-108
castle,n.,城堡,2,CEEC-108
casual,adj.,偶然的；碰巧的,3,CEEC-108
casualty,n.,傷亡者,6,CEEC-108
cat,n.,"n. 貓, 惡婦；vi. 嘔吐；計算機輔助教育, 計算機輔助測試, 計算機輔助翻譯, 計算機輔助排版；[計] 計算機輔助教學, 計算機輔助翻譯, 計算機輔助排字, 計算機輔助測試",1,CEEC-108
catalogue,n./v.,目錄,4,CEEC-108
catastrophe,n.,災難,6,CEEC-108
catch,n./v.,抓住；捕獲,1,CEEC-108
category,n.,"n. 種類, 類項；[計] 分類",4,CEEC-108
cater,v.,承包夥食,6,CEEC-108
caterpillar,n.,毛蟲,6,CEEC-108
cathedral,n.,n. 大教堂,5,CEEC-108
cattle,n.,牛；牲口,3,CEEC-108
cause,n./v.,導致；原因,2,CEEC-108
caution,n./v.,謹慎,5,CEEC-108
cautious,adj.,小心的,5,CEEC-108
cave,n./v.,洞穴,3,CEEC-108
cavity,n.,"n. 洞, 空穴, 腔；[化] 空穴",6,CEEC-108
cease,n./v.,停止,4,CEEC-108
ceiling,n.,天花板,2,CEEC-108
celebrate,v.,慶祝,1,CEEC-108
celebration,n.,n慶祝,4,CEEC-108
celebrity,n.,名人(聲),5,CEEC-108
celery,n.,"n. 芹菜；[醫] 芹菜, 糖蒿",6,CEEC-108
cell,n.,小囚房；細胞,2,CEEC-108
cellphone,n.,n. 蜂窩式便攜無線電話；大哥大,1,CEEC-108
cellular,adj.,a. 細胞的；[醫] 細胞的,6,CEEC-108
Celsius,n.,a. 攝氏的,6,CEEC-108
cement,n./v.,"n. 水泥, 膠結劑；vt. 膠合, 用水泥塗；vi. 黏牢",6,CEEC-108
cemetery,n.,墓地,5,CEEC-108
census,n.,調查,6,CEEC-108
cent,n.,一分錢,1,CEEC-108
center,n.,使集中；核心,1,CEEC-108
centimeter,n.,n. 釐米；[醫] 釐米,2,CEEC-108
central,adj.,中央的；核心的,2,CEEC-108
century,n.,世紀,2,CEEC-108
ceramic,adj./n.,陶器(藝)的,6,CEEC-108
cereal,n.,玉蜀黍薄片,2,CEEC-108
ceremony,n.,典禮；禮儀,5,CEEC-108
certain,adj./pron.,確信的,1,CEEC-108
certainty,n.,"n. 確定, 確實的事情；[法] 確定, 肯定, 必然的事",5,CEEC-108
certificate,n./v.,證書,5,CEEC-108
certify,v.,"v. 證明, 保證",6,CEEC-108
chain,n./v.,鏈條；束縛,2,CEEC-108
chair,n./v.,椅子,1,CEEC-108
chairman,n.,"n. 主席, 會長；[經] 主席",6,CEEC-108
chairperson,n.,n. 主席,6,CEEC-108
chairwoman,n.,女主席,6,CEEC-108
chalk,n./v.,白堊；粉筆,2,CEEC-108
challenge,n./v.,挑戰,2,CEEC-108
chamber,n.,房間；室,4,CEEC-108
champagne,n.,香檳,6,CEEC-108
champion,n.,優勝者；戰士,3,CEEC-108
championship,n.,冠軍稱號；錦標賽,4,CEEC-108
chance,n./v.,偶然；機會,1,CEEC-108
change,n./v.,"n. 變化, 找回的零錢, 找頭, 更換；vt. 改變, 更換, 兌換",1,CEEC-108
channel,n./v.,海峽；溝渠,2,CEEC-108
chant,n./v.,"n. 聖歌, 讚美詩；v. 吟唱, 誦揚",6,CEEC-108
chaos,n.,無秩序狀態,5,CEEC-108
chapel,n.,"n. 小教堂, 禮拜式",5,CEEC-108
chapter,n.,章，回,2,CEEC-108
character,n.,性格；特質,2,CEEC-108
characteristic,adj./n.,特有的；特性,4,CEEC-108
characterize,v.,"vt. 描繪...的特性, 刻劃...的性格",5,CEEC-108
charge,n./v.,索價；控告,2,CEEC-108
charitable,adj.,仁慈的,6,CEEC-108
charity,n.,慈善團體,4,CEEC-108
charm,n./v.,魅力；使陶醉,3,CEEC-108
chart,n.,圖表,2,CEEC-108
chase,n./v.,追逐,2,CEEC-108
chat,n./v.,聊天,3,CEEC-108
cheap,adj./adv.,便宜的,1,CEEC-108
cheat,n./v.,作弊；欺騙,2,CEEC-108
check,n./v.,支票；檢查,1,CEEC-108
checkup,n.,檢查,6,CEEC-108
cheek,n.,臉頰,3,CEEC-108
cheer,n./v.,歡呼；激勵,2,CEEC-108
cheerful,adj.,興高採烈的,3,CEEC-108
cheese,n.,乳酪；乾酪,1,CEEC-108
chef,n.,主廚,5,CEEC-108
chemical,adj./n.,化學的,2,CEEC-108
chemist,n.,化學家,6,CEEC-108
chemistry,n.,化學；化學作用,4,CEEC-108
cherish,v.,珍惜,4,CEEC-108
cherry,adj./n.,櫻桃,3,CEEC-108
chess,n.,西洋棋,2,CEEC-108
chest,n.,胸膛；箱子,3,CEEC-108
chestnut,adj./n.,"n. 慄子, 慄樹, 慄色；a. 慄色的",6,CEEC-108
chew,n./v.,咀嚼；深思,4,CEEC-108
chicken,n.,雞肉；膽小鬼,1,CEEC-108
chief,adj./n.,主要的；首領,2,CEEC-108
child,n.,小孩子,1,CEEC-108
childhood,n.,童年時期,2,CEEC-108
childish,adj.,孩子氣的,2,CEEC-108
chili,n.,"n. 幹辣椒, 辣椒粉",6,CEEC-108
chill,adj./n./v.,(使)變冷；寒冷的,3,CEEC-108
chilly,adj.,冷颼颼的,3,CEEC-108
chimney,n.,煙囪,3,CEEC-108
chimpanzee,n.,黑猩猩,6,CEEC-108
chin,n.,下巴,3,CEEC-108
china,n.,瓷器,2,CEEC-108
chip,n./v.,晶片；削,3,CEEC-108
chirp,n./v.,"n. 喳喳聲, 唧唧聲；v. 吱喳而鳴",6,CEEC-108
chocolate,n.,巧克力,1,CEEC-108
choice,adj./n.,選擇,1,CEEC-108
choir,n.,合唱隊,5,CEEC-108
choke,n./v.,窒息；阻塞,4,CEEC-108
cholesterol,n.,膽固醇,6,CEEC-108
choose,v.,選擇,1,CEEC-108
chop,n./v.,劈；肋排肉,3,CEEC-108
chopstick,n.,n. 筷子,2,CEEC-108
chord,n.,"n. 弦, 和音；[醫] 索, 帶",5,CEEC-108
chore,n.,"n. 零工, 家務；[經] 零工",5,CEEC-108
chorus,n.,合唱隊,4,CEEC-108
chronic,adj.,慢性的,5,CEEC-108
chubby,adj.,a. 圓胖的,5,CEEC-108
chunk,n.,厚塊,5,CEEC-108
church,n.,教堂,1,CEEC-108
cigar,n.,雪茄,6,CEEC-108
cigarette,n.,香菸；菸捲,3,CEEC-108
cinema,n.,"n. 電影院, 電影",3,CEEC-108
circle,n./v.,循環；畫圓圈,1,CEEC-108
circuit,n.,"n. 電路, 環(行)道, 巡迴；[計] 線路; 電路",5,CEEC-108
circular,adj.,"a. 圓形的, 循環的, 間接的；[醫] 環狀的, 循環的",4,CEEC-108
circulate,v.,循環；流通,4,CEEC-108
circulation,n.,循環；流通；貨幣,4,CEEC-108
circumstance,n.,情況；詳情,4,CEEC-108
circus,n.,馬戲團,3,CEEC-108
cite,v.,"vt. 引用, 引證, 表彰；[建] 引證, 指引",5,CEEC-108
citizen,n.,公民；市民,3,CEEC-108
citizenship,n.,公民身分(權利),5,CEEC-108
city,n.,城市,1,CEEC-108
civic,adj.,"a. 市的, 市民的, 公民的；[法] 公民的, 市民的, 公民資格的",5,CEEC-108
civil,adj.,"a. 市民的, 公民的, 有禮貌的；[法] 公民的, 國民的, 民用的",3,CEEC-108
civilian,adj./n.,平民；文職人員,4,CEEC-108
civilization,n.,文明,4,CEEC-108
civilize,v.,使開化,6,CEEC-108
claim,n./v.,要求；聲稱,2,CEEC-108
clam,n.,"n. 蛤, 沉默寡言的人；vi. 撈蛤",6,CEEC-108
clap,n./v.,"n. 拍手, 拍手聲, 霹靂聲, 花柳病；v. 鼓掌, (使)啪地關上",2,CEEC-108
clarify,v.,澄清,4,CEEC-108
clarity,n.,"n. 清楚, 明晰；[化] 透明度; 透明性; 清晰性",5,CEEC-108
clash,n./v.,衝突；發出鏗鏘聲,4,CEEC-108
clasp,n./v.,"n. 扣子, 鉤, 緊握；v. 扣緊, 緊握",6,CEEC-108
class,n./v.,階級；班級,1,CEEC-108
classic,adj./n.,經典的；名著,2,CEEC-108
classical,adj.,極好的；古典的,2,CEEC-108
classification,n.,分類,4,CEEC-108
classify,v.,"vt. 分類, 歸類, 分等；[建] 分類, 分級, 分粒",4,CEEC-108
classmate,n.,同班同學,2,CEEC-108
clause,n.,子句；條款,5,CEEC-108
claw,n./v.,爪子；鉗；贅,4,CEEC-108
clay,n.,黏土；泥土,3,CEEC-108
clean,adj./adv./n./v.,乾淨的,1,CEEC-108
cleaner,n.,清潔工(劑),3,CEEC-108
clear,adj./adv./v.,清楚的,1,CEEC-108
clearance,n.,"n. 清除, 間隙；[化] 間隙; 空隙",6,CEEC-108
clerk,n.,店員,1,CEEC-108
clever,adj.,伶俐的；機敏的,2,CEEC-108
click,n./v.,使發出聲,2,CEEC-108
client,n.,客戶,3,CEEC-108
cliff,n.,懸崖,4,CEEC-108
climate,n.,氣候；風氣,2,CEEC-108
climax,n./v.,高潮,6,CEEC-108
climb,n./v.,攀爬,1,CEEC-108
cling,v.,"vi. 粘緊, 附著, 緊貼, 堅持",5,CEEC-108
clinic,n.,診所,3,CEEC-108
clinical,adj.,"a. 臨床的, 門診部的；[醫] 臨床的, 臨證的",5,CEEC-108
clip,n./v.,修剪；夾住,3,CEEC-108
clock,n.,時鐘,1,CEEC-108
clockwise,adj./adv.,順時針方向的,6,CEEC-108
clone,n./v.,n. 無性系；[計] 代用件,6,CEEC-108
close,adj./adv./n./v.,接近的,1,CEEC-108
closet,n.,壁櫥；衣櫥,3,CEEC-108
closure,n.,關閉,6,CEEC-108
cloth,n.,布料；衣料,2,CEEC-108
clothe,v.,為…穿衣,3,CEEC-108
clothes,n.,衣服,1,CEEC-108
clothing,n.,衣服；覆蓋物,2,CEEC-108
cloud,n.,雲；遮蔽,1,CEEC-108
cloudy,adj.,多雲的,2,CEEC-108
clown,n./v.,小丑,3,CEEC-108
club,n./v.,俱樂部；募集,1,CEEC-108
clue,n.,線索,3,CEEC-108
clumsy,adj.,笨拙的,4,CEEC-108
cluster,n./v.,群,5,CEEC-108
coach,n./v.,教練員；公車,3,CEEC-108
coal,n.,煤礦；煤塊,2,CEEC-108
coalition,n.,聯合,6,CEEC-108
coarse,adj.,粗糙的,4,CEEC-108
coast,n.,海岸；沿海地區,2,CEEC-108
coastline,n.,海岸線,6,CEEC-108
coat,n./v.,外套；覆蓋,1,CEEC-108
cocaine,n.,古柯鹼,5,CEEC-108
cock,n.,公雞,3,CEEC-108
cockroach,n.,蟑蚣卜；油蟲,2,CEEC-108
cocktail,n.,雞尾酒,3,CEEC-108
cocoa,n.,"n. 可可粉, 可可茶, 可可色；[醫] 可可, 可可豆",2,CEEC-108
coconut,n.,椰子,3,CEEC-108
